store_name,pincode,city,district,state,company,lat,lng,pop_2011,pop_2026,match_type,census_town,total_stores_in_city,ps_ratio_2026
STYLE BAAZAR RANGIA,781354,Rangia Bhutan Bus Stand,Rangia Bhutan Bus Stand,Assam,StyleBaazar,26.439488,91.611893,,,no_match,,1,
STYLE BAAZAR PATHSALA,781325,Pathsala,Pathsala,Assam,StyleBaazar,26.1167,91.1,11242.0,16863.0,exact,Pathsala,1,16863.0
STYLE BAAZAR PALTAN BAZAR,781008,Guwahati,Guwahati,Assam,StyleBaazar,26.178963,91.751526,,,no_match,,20,
STYLE BAAZAR NORTH BONGAIGAON,783380,North Bongaigaon,North Bongaigaon,Assam,StyleBaazar,26.47524,90.558395,67322.0,100984.0,fuzzy_broad,bongaigaon,1,100984.0
STYLE BAAZAR NAGAON,782003,Nagaon,Nagaon,Assam,StyleBaazar,26.346467,92.68468,121628.0,182443.0,exact,Nagaon,6,30407.0
STYLE BAAZAR NALBARI,781335,Nalbari,Nalbari,Assam,StyleBaazar,26.445683,91.43846,27839.0,41759.0,exact,Nalbari,4,10440.0
STYLE BAAZAR GOSSAIGAON,783360,Bongaigaon,Bongaigaon,Assam,StyleBaazar,26.43784,89.97881,67322.0,100984.0,exact,Bongaigaon,3,33661.0
STYLE BAAZAR GAURIPUR,783331,Bongaigaon,Bongaigaon,Assam,StyleBaazar,26.092558,89.94859,67322.0,100984.0,exact,Bongaigaon,3,33661.0
STYLE BAAZAR HOWLY,781316,Guwahati,Guwahati,Assam,StyleBaazar,26.117037,91.796982,,,no_match,,20,
STYLE BAAZAR HATIGAON,781038,Guwahati,Kamrup Metro,Assam,StyleBaazar,26.132125,91.78571,,,no_match,,20,
STYLE BAAZAR HAILAKANDI,788155,Cachar,Cachar,Assam,StyleBaazar,24.683931,92.564444,,,no_match,,1,
STYLE BAAZAR GUWAHATI CLUB,781003,Guwahati Club,Guwahati Club,Assam,StyleBaazar,26.185514,91.757832,,,no_match,,1,
STYLE BAAZAR GOALPARA,783121,Holding No-381,Holding No-381,Assam,StyleBaazar,26.1667,90.6167,,,no_match,,1,
STYLE BAAZAR GOLAGHAT,785702,Golaghat,Golaghat,Assam,StyleBaazar,26.513119,93.97176,41989.0,62984.0,exact,Golaghat,3,20995.0
STYLE BAAZAR DHEKIAJULI,784110,Nh 52,Nh 52,Assam,StyleBaazar,26.698535,92.485147,,,no_match,,1,
STYLE BAAZAR DIBRUGARH,786001,Dibrugarh,Dibrugarh,Assam,StyleBaazar,27.480588,94.906162,139565.0,209349.0,exact,Dibrugarh,6,34892.0
STYLE BAAZAR DABOKA TOWN,782440,Daboka Town,Daboka Town,Assam,StyleBaazar,26.633007,93.605265,,,no_match,,1,
STYLE BAAZAR JORHAT,785001,Jorhat,Jorhat,Assam,StyleBaazar,26.757898,94.21105,71782.0,107674.0,exact,Jorhat,5,21535.0
STYLE BAAZAR MANGALDOI,784125,Mangaldoi,Mangaldoi,Assam,StyleBaazar,26.436567,92.030914,25989.0,38984.0,exact,Mangaldoi,2,19492.0
STYLE BAAZAR LAKHIMPUR,787001,North Lakhimpur,North Lakhimpur,Assam,StyleBaazar,27.237362,94.10649,59814.0,89721.0,exact,North Lakhimpur,2,44860.0
STYLE BAAZAR KOKRAJHAR,783370,Main Police Point,Main Police Point,Assam,StyleBaazar,26.40118,90.247952,,,no_match,,1,
STYLE BAAZAR BELTOLA,781028,Guwahati,Kamrup Metro,Assam,StyleBaazar,24.687442,92.564923,,,no_match,,20,
STYLE BAAZAR BISWANATH CHARILI,784176,Biswanath Chariali,Biswanath,Assam,StyleBaazar,26.727024,93.147026,19145.0,28718.0,exact,Biswanath Chariali,2,14359.0
STYLE BAAZAR BILASIPARA,783348,Bilasipara,Bilasipara,Assam,StyleBaazar,26.230407,90.233504,37410.0,56115.0,exact,Bilasipara,3,18705.0
EXPRESS BAAZAR LAKHIMPUR,787001,North Lakhimpur,North Lakhimpur,Assam,StyleBaazar,27.235939,94.104515,59814.0,89721.0,exact,North Lakhimpur,2,44860.0
STYLE BAAZAR DHUBRI,783301,Dhubri,Dhubri,Assam,StyleBaazar,26.02028,89.99037,63388.0,95082.0,exact,Dhubri,3,31694.0
STYLE BAAZAR BADARPUR,788806,Badarpur,Karimganj,Assam,StyleBaazar,24.8667,92.55,13298.0,19947.0,exact,Badarpur,2,9974.0
STYLE BAAZAR JAGI ROAD,782410,Nagaon,Nagaon,Assam,StyleBaazar,26.948041,94.531003,121628.0,182443.0,exact,Nagaon,6,30407.0
STYLE BAAZAR TITABOR,785630,Titabar,Titabar,Assam,StyleBaazar,26.15,93.2833,,,no_match,,1,
STYLE BAAZAR JAYANAGAR,781022,Guwahati,Guwahati,Assam,StyleBaazar,26.115451,91.78669,,,no_match,,20,
STYLE BAAZAR HIRAPUR,826001,Hirapur,Hirapur,Jharkhand,StyleBaazar,23.861788,86.48181,,,no_match,,1,
STYLE BAAZAR HAZARIBAGH,825301,Hazaribagh,Hazaribagh,Jharkhand,StyleBaazar,23.988764,85.359992,142489.0,225905.0,fuzzy,hazaribag,4,56476.0
STYLE BAAZAR CHAKRADHARPUR,833102,Chakradharpur,Chakradharpur,Jharkhand,StyleBaazar,23.6833,84.85,56531.0,89625.0,fuzzy,chakardharpur,2,44812.0
STYLE BAAZAR GOVINDPUR,828109,Dhanbad,Dhanbad,Jharkhand,StyleBaazar,23.832046,86.52138,1162472.0,1843003.0,exact,Dhanbad,9,204778.0
STYLE BAAZAR ADITYAPUR,831013,Jamshedpur,East Singhbhum,Jharkhand,StyleBaazar,22.801006,86.14812,677350.0,1073882.0,exact,Jamshedpur,12,89490.0
STYLE BAAZAR KODERMA,825409,Jhumri Telaiya,Jhumri Telaiya,Jharkhand,StyleBaazar,24.433552,85.526243,87867.0,139306.0,fuzzy,jhumri tilaiya,1,139306.0
STYLE BAAZAR DALTONGANJ,822101,Daltonganj,Daltonganj,Jharkhand,StyleBaazar,23.924201,86.099814,,,no_match,,3,
STYLE BAAZAR BOKARO,827004,Bokaro,Bokaro,Jharkhand,StyleBaazar,23.667761,86.146765,39305.0,62315.0,exact,Bokaro,6,10386.0
STYLE BAAZAR GODDA,814133,Godda,Godda,Jharkhand,StyleBaazar,24.825794,87.213356,48480.0,76861.0,exact,Godda,3,25620.0
STYLE BAAZAR GARHWA,822114,Garhwa,Garhwa,Jharkhand,StyleBaazar,24.167415,83.810268,46059.0,73023.0,exact,Garhwa,3,24341.0
STYLE BAAZAR JAMSHEDPUR,831012,Jamshedpur,East Singhbhum,Jharkhand,StyleBaazar,22.828266,86.224298,677350.0,1073882.0,exact,Jamshedpur,12,89490.0
STYLE BAAZAR PAKUR,816107,Pakur,Pakur,Jharkhand,StyleBaazar,24.636851,87.849484,45840.0,72676.0,fuzzy,pakaur,1,72676.0
STYLE BAAZAR RAMGARH,829122,Ramgarh,Ramgarh,Jharkhand,StyleBaazar,23.535015,85.72234,,,no_match,,3,
STYLE BAAZAR RANCHI,834008,Budhia Bulding,Budhia Bulding,Jharkhand,StyleBaazar,23.404965,85.340884,,,no_match,,1,
STYLE BAAZAR RATUA,732205,Ratua,Malda,West Bengal,StyleBaazar,26.768371,88.379503,,,no_match,,1,
STYLE BAAZAR RANAGHAT,741201,Dibrugarh,Dibrugarh,Assam,StyleBaazar,23.174318,88.568106,139565.0,209349.0,exact,Dibrugarh,6,34892.0
STYLE BAAZAR RAGHUNATHGANJ,742225,Basudebpur,Basudebpur,West Bengal,StyleBaazar,24.46032,88.06094,13091.0,17285.0,exact,Basudebpur,1,17285.0
STYLE BAAZAR PAKUAHAT,732138,Pakuahat,Pakuahat,West Bengal,StyleBaazar,25.15883,88.351808,6473.0,8547.0,fuzzy_broad,panuhat,1,8547.0
STYLE BAAZAR NALHATI,731220,Birbhum,Birbhum,West Bengal,StyleBaazar,24.29528,87.8421,,,no_match,,1,
STYLE BAAZAR NAIHATI,743165,Naihati,Naihati,West Bengal,StyleBaazar,22.889175,88.41841,217900.0,287708.0,exact,Naihati,5,57542.0
STYLE BAAZAR METIABRUZ,700024,Kolkata,Kolkata,West Bengal,StyleBaazar,22.550129,88.285293,4496694.0,5937285.0,exact,Kolkata,73,81333.0
STYLE BAAZAR MEMARI,713146,A Memari,A Memari,West Bengal,StyleBaazar,23.17685,88.09513,41451.0,54731.0,fuzzy,memari,1,54731.0
STYLE BAAZAR LINDSAY,700087,Kolkata,Kolkata,West Bengal,StyleBaazar,22.559951,88.352758,4496694.0,5937285.0,exact,Kolkata,73,81333.0
STYLE BAAZAR ULUBERIA,711316,Nona,Nona,West Bengal,StyleBaazar,22.5667,88.25,,,no_match,,1,
STYLE BAAZAR TUFANGANJ,736159,Tufan Ganj,Tufan Ganj,West Bengal,StyleBaazar,26.311265,89.664958,20998.0,27725.0,fuzzy,tufanganj,1,27725.0
STYLE BAAZAR SURI,731101,Suri,Suri,West Bengal,StyleBaazar,23.892896,87.531968,67864.0,89605.0,exact,Suri,4,22401.0
STYLE BAAZAR SODEPUR,700110,Sodepur,Sodepur,West Bengal,StyleBaazar,22.696537,88.395768,8900.0,11751.0,fuzzy_broad,serpur,1,11751.0
STYLE BAAZAR RAIGANJ,733134,Raiganj,Uttar Dinajpur,West Bengal,StyleBaazar,25.585,88.1317,215514.0,284558.0,fuzzy_broad,bidhannagar,1,284558.0
STYLE BAAZAR SINGUR,712409,Singur,Hooghly,West Bengal,StyleBaazar,22.818459,88.231664,21382.0,28232.0,exact,Singur,4,7058.0
STYLE BAAZAR SALKIA,711106,Salkia,Salkia,West Bengal,StyleBaazar,22.605394,88.334305,,,no_match,,1,
STYLE BAAZAR SERAMPORE,712201,Serampore,Serampore,West Bengal,StyleBaazar,22.752516,88.342481,181842.0,240098.0,exact,Serampore,6,40016.0
STYLE BAAZAR GARIAHAT,700029,Gariahat,Gariahat,West Bengal,StyleBaazar,22.521086,88.368645,21064.0,27812.0,fuzzy_broad,guriahati,1,27812.0
STYLE BAAZAR HABRA,743263,Barasat,North 24 Parganas,West Bengal,StyleBaazar,22.831928,87.06039,278435.0,367636.0,exact,Barasat,7,52519.0
STYLE BAAZAR EGRA,721429,P.O. + P.S.-Egra,P.O. + P.S.-Egra,West Bengal,StyleBaazar,21.899593,87.53739,,,no_match,,1,
STYLE BAAZAR DURGAPUR,713213,Benachity,Benachity,West Bengal,StyleBaazar,22.936925,88.34728,,,no_match,,1,
STYLE BAAZAR DINHATA,736135,Dinhata,Cooch Behar,West Bengal,StyleBaazar,26.070601,89.583737,36124.0,47697.0,exact,Dinhata,2,23848.0
STYLE BAAZAR DHUPGURI,735210,Dhupguri,Dhupguri,West Bengal,StyleBaazar,26.586115,89.012304,44719.0,59045.0,exact,Dhupguri,1,59045.0
STYLE BAAZAR DHULIYAN,742202,Dhuliyan,Dhuliyan,West Bengal,StyleBaazar,23.825306,88.286358,95706.0,126367.0,fuzzy,dhulian,2,63184.0
STYLE BAAZAR DANKUNI,712311,Dankuni,Dankuni,West Bengal,StyleBaazar,22.681305,88.286291,94936.0,125350.0,exact,Dankuni,5,25070.0
STYLE BAAZAR CHINSURAH,712101,Hooghly,Hooghly,West Bengal,StyleBaazar,22.710137,88.335325,,,no_match,,2,
STYLE BAAZAR COOCH BEHAR,736101,Ma Bhabani Chowpathy,Ma Bhabani Chowpathy,West Bengal,StyleBaazar,26.32632,89.451365,,,no_match,,1,
STYLE BAAZAR CONTAI,721401,Contai,Contai,West Bengal,StyleBaazar,22.457882,87.384766,92226.0,121772.0,exact,Contai,5,24354.0
STYLE BAAZAR ISLAMPUR,733202,District-Uttar Dinajpur,District-Uttar Dinajpur,West Bengal,StyleBaazar,26.256098,88.1862,,,no_match,,1,
STYLE BAAZAR ILLAMBAZAR,731214,Panagarh,Paschim Bardhaman,West Bengal,StyleBaazar,23.8667,87.9667,,,no_match,,1,
STYLE BAAZAR HOWRAH MAIDAN,711101,Howrah,Howrah,West Bengal,StyleBaazar,22.567824,88.324377,,,no_match,,16,
STYLE BAAZAR KARIMPUR,741152,Karimpur,Karimpur,West Bengal,StyleBaazar,23.9817,88.62617,9661.0,12756.0,exact,Karimpur,2,6378.0
STYLE BAAZAR KANCHRAPARA,743145,Kanchrapara,North 24 Parganas,West Bengal,StyleBaazar,22.946406,88.450431,129576.0,171088.0,exact,Kanchrapara,6,28515.0
STYLE BAAZAR KALIACHAK,732201,Malda,Malda,West Bengal,StyleBaazar,24.93279,88.03531,31920.0,42146.0,fuzzy_broad,matla,6,7024.0
STYLE BAAZAR KAKDWIP,743347,Basirhat,North 24 Parganas,West Bengal,StyleBaazar,21.870798,88.1855,125254.0,165381.0,exact,Basirhat,4,41345.0
STYLE BAAZAR JAMES LONG SARANI,700034,Behala,Behala,West Bengal,StyleBaazar,22.501165,88.320891,9584.0,12654.0,fuzzy_broad,beharia,2,6327.0
STYLE BAAZAR KATWA,713130,P.O-Katwa,P.O-Katwa,West Bengal,StyleBaazar,23.645002,88.127628,,,no_match,,1,
STYLE BAAZAR KHARAGPUR,721305,Baripada,Mayurbhanj,Odisha,StyleBaazar,22.532245,88.33754,116849.0,169977.0,exact,Baripada,6,28330.0
STYLE BAAZAR KRISHNANAGAR,741101,Nadia,Nadia,West Bengal,StyleBaazar,23.406728,88.49198,,,no_match,,2,
STYLE BAAZAR KRISHNANAGAR,741101,Nadia,Nadia,West Bengal,StyleBaazar,23.406728,88.49198,,,no_match,,2,
STYLE BAAZAR MALDA,732101,Malda,Malda,West Bengal,StyleBaazar,25.0014,88.138743,205521.0,271363.0,fuzzy,english bazar,2,135682.0
STYLE BAAZAR MALBAZAR,735221,Jalpaiguri,Jalpaiguri,West Bengal,StyleBaazar,26.85,88.3667,107341.0,141729.0,exact,Jalpaiguri,5,28346.0
STYLE BAAZAR MALANCHA,743425,Malancha,South 24 Parganas,West Bengal,StyleBaazar,23.825306,88.286358,,,no_match,,1,
STYLE BAAZAR CHANCHAL,732123,Chanchal,Chanchal,West Bengal,StyleBaazar,25.39141,88.00944,5570.0,7354.0,exact,Chanchal,3,2451.0
STYLE BAAZAR CHAKDAH,741222,Chakdah,Chakdah,West Bengal,StyleBaazar,23.087554,88.584432,95203.0,125703.0,fuzzy,chakdaha,5,25141.0
STYLE BAAZAR BARDHMAN,713101,Bardhman,Bardhman,West Bengal,StyleBaazar,23.230942,87.866805,314265.0,414945.0,fuzzy,barddhaman,1,414945.0
STYLE BAAZAR BOLPUR,731204,Bolpur,Bolpur,West Bengal,StyleBaazar,23.667921,87.666101,80210.0,105907.0,exact,Bolpur,2,52954.0
STYLE BAAZAR BERHAMPORE,742103,Khagra,Khagra,West Bengal,StyleBaazar,24.099489,88.252558,7382.0,9747.0,fuzzy_broad,khatra,1,9747.0
STYLE BAAZAR ARAMBAGH,712601,Hooghly,Hooghly,West Bengal,StyleBaazar,22.886118,87.784325,,,no_match,,2,
STYLE BAAZAR BASIRHAT,743411,Basirhat,Basirhat,West Bengal,StyleBaazar,22.662437,88.867,125254.0,165381.0,exact,Basirhat,4,41345.0
STYLE BAAZAR BARUIPUR,700144,Baruipur,Baruipur,West Bengal,StyleBaazar,22.330383,88.44945,53128.0,70148.0,exact,Baruipur,1,70148.0
STYLE BAAZAR BARRACKPORE,700120,Barrackpore,Barrackpore,West Bengal,StyleBaazar,22.772867,88.368098,152783.0,201730.0,exact,Barrackpore,2,100865.0
STYLE BAAZAR BANKURA,722101,Bankura,Bankura,West Bengal,StyleBaazar,23.234524,87.063644,137386.0,181400.0,exact,Bankura,2,90700.0
STYLE BAAZAR BANGAON,743235,Bata More,Bata More,West Bengal,StyleBaazar,23.045067,88.82858,,,no_match,,1,
STYLE BAAZAR BALURGHAT,733101,Dakshin Dinajpur,Dakshin Dinajpur,West Bengal,StyleBaazar,25.22672,88.77852,14076.0,18585.0,fuzzy_broad,dakshin raypur,1,18585.0
STYLE BAAZAR BAGUIHATI,700059,Kolkata,Kolkata,West Bengal,StyleBaazar,22.556843,88.35465,4496694.0,5937285.0,exact,Kolkata,73,81333.0
STYLE BAAZAR BAGNAN,711303,Bagnan,Howrah,West Bengal,StyleBaazar,22.467589,87.966633,10996.0,14519.0,exact,Bagnan,3,4840.0
STYLE BAAZAR AMTALA,745503,Khurda,Khurda,Odisha,StyleBaazar,22.620706,88.437706,10823.0,14290.0,exact,Kanyanagar,1,14290.0
STYLE BAAZAR ALIPURDUAR,736121,Cooch Behar,Cooch Behar,West Bengal,StyleBaazar,26.5,89.5333,77935.0,102903.0,fuzzy_broad,koch bihar,8,12863.0
STYLE BAAZAR RAMRAJATALA,711104,Ramrajatala,Ramrajatala,West Bengal,StyleBaazar,22.590224,88.294942,,,no_match,,1,
EXPRESS BAAZAR RANAGHAT,741201,Ranaghat,Ranaghat,West Bengal,StyleBaazar,23.174128,88.565592,75365.0,99509.0,exact,Ranaghat,3,33170.0
Axis Mall,700156,Kolkata,North 24 Parganas,West Bengal,StyleBaazar,22.576571,88.429634,4496694.0,5937285.0,exact,Kolkata,73,81333.0
EXPRESS BAAZAR COOCH BEHAR,736101,Cooch Behar,Cooch Behar,West Bengal,StyleBaazar,26.328741,89.4571,77935.0,102903.0,fuzzy_broad,koch bihar,8,12863.0
EXPRESS BAAZAR BERHAMPORE,742101,Mohana Bus Stand,Mohana Bus Stand,West Bengal,StyleBaazar,22.619109,88.417966,,,no_match,,1,
EXPRESS BAAZAR BAGNAN,711303,Bagnan,Howrah,West Bengal,StyleBaazar,22.4683,87.97078,10996.0,14519.0,exact,Bagnan,3,4840.0
EXPRESS BAAZAR ARAMBAGH,712601,Arambagh,Arambagh,West Bengal,StyleBaazar,22.876743,87.790892,66175.0,87375.0,fuzzy,arambag,5,17475.0
STYLE BAAZAR GAZOLE,732124,Dist. Malda,Dist. Malda,West Bengal,StyleBaazar,25.213682,88.19419,,,no_match,,1,
STYLE BAAZAR JALPAIGURI,735101,Jalpaiguri,Jalpaiguri,West Bengal,StyleBaazar,26.524776,88.72397,107341.0,141729.0,exact,Jalpaiguri,5,28346.0
STYLE BAAZAR HATIBAGAN,700004,Kolkata,Kolkata,West Bengal,StyleBaazar,22.598373,88.372393,4496694.0,5937285.0,exact,Kolkata,73,81333.0
STYLE BAAZAR METRO CINEMA,700013,Premises No.5,Premises No.5,West Bengal,StyleBaazar,22.562018,88.350771,,,no_match,,1,
STYLE BAAZAR SANTRAGACHI,711111,Howrah,Howrah,West Bengal,StyleBaazar,22.589012,88.286534,,,no_match,,16,
STYLE BAAZAR THAKURPUKUR,700063,Paschim Barisha,Paschim Barisha,West Bengal,StyleBaazar,22.464579,88.30751,12405.0,16379.0,fuzzy_broad,paschim bainan,1,16379.0
STYLE BAAZAR DOMKAL,742303,Domkal,Domkal,West Bengal,StyleBaazar,24.12235,88.549194,,,no_match,,3,
STYLE BAAZAR CHITRAKOOT,210205,Banda Prayagraj,Banda Prayagraj,Unknown,StyleBaazar,25.43732,81.834206,,,no_match,,1,
STYLE BAAZAR UMRAO MALL,226006,Nishat Ganj,Nishat Ganj,Uttar Pradesh,StyleBaazar,26.47443,80.343733,15975.0,24493.0,fuzzy_broad,bisharatganj,1,24493.0
STYLE BAAZAR TARAMANDAL,273017,Gorakhpur,Gorakhpur,Uttar Pradesh,StyleBaazar,26.722252,83.395563,673446.0,1032524.0,exact,Gorakhpur,20,51626.0
STYLE BAAZAR ROBERTSGANJ,231216,Robertsganj,Robertsganj,Uttar Pradesh,StyleBaazar,24.684494,83.068291,,,no_match,,2,
STYLE BAAZAR MAU,275101,Mau,Mau,Uttar Pradesh,StyleBaazar,25.93434,83.57022,,,no_match,,1,
STYLE BAAZAR AYODHYA,224001,Faizabad,Ayodhya,Uttar Pradesh,StyleBaazar,26.782144,82.140452,165228.0,253327.0,exact,Faizabad,4,63332.0
STYLE BAAZAR MAHARAJGUNJ,273303,Maharajgunj,Maharajgunj,Unknown,StyleBaazar,27.138555,83.568425,,,no_match,,1,
STYLE BAAZAR KHALILABAD,272175,Barabanki,Barabanki,Uttar Pradesh,StyleBaazar,26.3833,81.1167,,,no_match,,1,
STYLE BAAZAR KASIA,274402,Kasia,Kushinagar,Uttar Pradesh,StyleBaazar,26.737232,83.913726,8490.0,13017.0,fuzzy,kasiya,1,13017.0
STYLE BAAZAR JAUNPUR,222125,Badlapur,Badlapur,Uttar Pradesh,StyleBaazar,26.749564,84.109162,82488.0,126470.0,fuzzy_broad,balrampur,1,126470.0
STYLE BAAZAR INDIRA NAGAR,226016,Sanjay Gandhi Puram,Sanjay Gandhi Puram,Uttar Pradesh,StyleBaazar,26.867596,80.97156,,,no_match,,1,
STYLE BAAZAR CIVIL LINES,211001,Prayagraj,Prayagraj,Uttar Pradesh,StyleBaazar,25.455746,81.83328,1168385.0,1791363.0,manual,Allahabad,12,149280.0
STYLE BAAZAR HATA,274203,Hata,Hata,Unknown,StyleBaazar,26.740482,83.74368,,,no_match,,1,
STYLE BAAZAR GOSSAINGANJ,226010,Gossainganj,Gossainganj,Uttar Pradesh,StyleBaazar,26.852986,81.000045,12931.0,19826.0,fuzzy,gosainganj,1,19826.0
STYLE BAAZAR GORAKHPUR,273015,Gorakhpur,Gorakhpur,Uttar Pradesh,StyleBaazar,26.719809,83.38362,673446.0,1032524.0,exact,Gorakhpur,20,51626.0
STYLE BAAZAR VARANASI,221005,Varanasi,Varanasi,Uttar Pradesh,StyleBaazar,25.281248,82.99843,1198491.0,1837521.0,exact,Varanasi,24,76563.0
STYLE BAAZAR SAHJANWA,273209,Sahjanwa,Sahjanwa,Unknown,StyleBaazar,26.4244,83.2456,,,no_match,,1,
STYLE BAAZAR LAKHIMPUR KHERI,262701,Lakhimpur Kheri,Lakhimpur Kheri,Uttar Pradesh,StyleBaazar,27.936918,80.787179,151993.0,233035.0,fuzzy_broad,lakhimpur,5,46607.0
STYLE BAAZAR PRAYAGRAJ (01),211011,New Police Station,New Police Station,Unknown,StyleBaazar,25.434579,81.796844,,,no_match,,2,
STYLE BAAZAR RAEBARELI,229001,Raebareli,Raebareli,Uttar Pradesh,StyleBaazar,26.229677,81.250525,191316.0,293325.0,fuzzy,rae bareli,5,58665.0
STYLE BAAZAR RAJAM,532127,Srikakulam,Srikakulam,Andhra Pradesh,StyleBaazar,18.452632,83.661655,125939.0,172767.0,exact,Srikakulam,2,86384.0
STYLE BAAZAR PALASA,532221,Narasannapeta,Srikakulam,Andhra Pradesh,StyleBaazar,18.772243,84.41082,26280.0,36052.0,exact,Narasannapeta,1,36052.0
STYLE BAAZAR GAJUWAKA,530026,Visakhapatnam,Visakhapatnam,Andhra Pradesh,StyleBaazar,17.77913,83.356666,,,no_match,,9,
V2 Retail Ltd. (HA10),791111,Itanagar,Papum Pare,Arunachal Pradesh,V2 Retail,28.2092,93.6053,59490.0,94316.0,exact,Itanagar,4,23579.0
V2 Retail Ltd. (HA11),791102,Pasighat,East Siang,Arunachal Pradesh,V2 Retail,28.3668,94.745979,24656.0,39090.0,exact,Pasighat,1,39090.0
V2 Retail Ltd. (HA12),791110,Naharlagun,Papum Pare,Arunachal Pradesh,V2 Retail,28.3668,94.745979,36158.0,57326.0,exact,Naharlagun,3,19109.0
V2 Retail Ltd. (HB05),800001,Patna,Patna,Bihar,V2 Retail,25.61086,85.138092,1684297.0,2892112.0,exact,Patna,48,60252.0
V2 Retail Ltd. (HB06),823001,Gaya,Gaya,Bihar,V2 Retail,24.79357,85.004974,474093.0,814067.0,exact,Gaya,6,135678.0
V2 Retail Ltd. (HB07),812001,Bhagalpur,Bhagalpur,Bihar,V2 Retail,25.254829,87.022897,400146.0,687092.0,exact,Bhagalpur,9,76344.0
V2 Retail Ltd. (HB08),846004,Darbhanga,Darbhanga,Bihar,V2 Retail,26.158083,85.905382,296039.0,508330.0,exact,Darbhanga,8,63541.0
V2 Retail Ltd. (HB09),845438,Bettiah,West Champaran,Bihar,V2 Retail,26.807013,84.50856,132209.0,227017.0,exact,Bettiah,4,56754.0
V2 Retail Ltd. (HB10),802301,Ara,Bhojpur,Bihar,V2 Retail,25.56286,84.672465,5185.0,8903.0,fuzzy,bara,5,1781.0
V2 Retail Ltd. (HB11),854301,Purnia,Purnia,Bihar,V2 Retail,25.764585,87.46946,282248.0,484649.0,exact,Purnia,8,60581.0
V2 Retail Ltd. (HB13),841227,Siwan,Siwan,Bihar,V2 Retail,26.348597,84.37189,135066.0,231922.0,exact,Siwan,10,23192.0
V2 Retail Ltd. (HB15),803101,Sharif,Sharif,Bihar,V2 Retail,25.204622,85.513849,,,no_match,,1,
V2 Retail Ltd. (HB16),843302,Sitamarhi,Sitamarhi,Bihar,V2 Retail,26.595442,85.484606,67818.0,116451.0,exact,Sitamarhi,12,9704.0
V2 Retail Ltd. (HB17),845401,Motihari,East Champaran,Bihar,V2 Retail,26.643848,84.90434,126158.0,216626.0,exact,Motihari,8,27078.0
V2 Retail Ltd. (HB19),848101,Samastipur,Samastipur,Bihar,V2 Retail,25.865284,85.776719,67925.0,116634.0,exact,Samastipur,9,12959.0
V2 Retail Ltd. (HB20),851101,Begusarai,Begusarai,Bihar,V2 Retail,25.421654,86.136696,252008.0,432724.0,exact,Begusarai,4,108181.0
V2 Retail Ltd. (HB21),852201,Saharsa,Saharsa,Bihar,V2 Retail,25.877338,86.59277,156540.0,268795.0,exact,Saharsa,4,67199.0
V2 Retail Ltd. (HB22),803213,Barh,Patna,Bihar,V2 Retail,25.462515,85.707838,61470.0,105550.0,exact,Barh,3,35183.0
V2 Retail Ltd. (HB24),852131,Supaul,Supaul,Bihar,V2 Retail,26.101538,87.948986,65437.0,112362.0,exact,Supaul,6,18727.0
V2 Retail Ltd. (HB26),824101,Aurangabad,Aurangabad,Bihar,V2 Retail,24.752935,84.37391,102244.0,175564.0,exact,Aurangabad,5,35113.0
V2 Retail Ltd. (HB29),801503,Danapur,Patna,Bihar,V2 Retail,25.609907,85.137764,4851.0,8330.0,fuzzy_broad,dariapur,5,1666.0
V2 Retail Ltd. (HB30),841428,Gopalganj,Gopalganj,Bihar,V2 Retail,26.492448,84.394507,67339.0,115628.0,exact,Gopalganj,2,57814.0
V2 Retail Ltd. (HB31),847211,Sitamarhi,Sitamarhi,Bihar,V2 Retail,26.347134,86.071556,67818.0,116451.0,exact,Sitamarhi,12,9704.0
V2 Retail Ltd. (HB32),821115,Sasaram,Rohtas,Bihar,V2 Retail,25.204622,85.513849,147408.0,253115.0,exact,Sasaram,4,63279.0
V2 Retail Ltd. (HB34),800002,Patna,Patna,Bihar,V2 Retail,25.589449,85.149363,1684297.0,2892112.0,exact,Patna,48,60252.0
V2 Retail Ltd. (HB35),841301,Chhapra,Saran,Bihar,V2 Retail,25.78116,84.75428,202352.0,347459.0,fuzzy,chapra,4,86865.0
V2 Retail Ltd. (HB36),844101,Hajipur,Vaishali,Bihar,V2 Retail,25.683,85.217,147688.0,253596.0,exact,Hajipur,4,63399.0
V2 Retail Ltd. (HB37),800010,Patna,Patna,Bihar,V2 Retail,25.638762,85.1094,1684297.0,2892112.0,exact,Patna,48,60252.0
V2 Retail Ltd. (HB38),812002,Bhagalpur,Bhagalpur,Bihar,V2 Retail,25.244017,86.925545,400146.0,687092.0,exact,Bhagalpur,9,76344.0
V2 Retail Ltd. (HB39),821307,Dehri,Rohtas,Bihar,V2 Retail,24.904896,84.176947,137231.0,235640.0,exact,Dehri,3,78547.0
V2 Retail Ltd. (HB41),801505,Patna,Patna,Bihar,V2 Retail,25.587173,85.151616,1684297.0,2892112.0,exact,Patna,48,60252.0
V2 Retail Ltd. (HB42),811307,Jamui,Jamui,Bihar,V2 Retail,24.937489,86.8861,87357.0,150001.0,exact,Jamui,3,50000.0
V2 Retail Ltd. (HB43),800004,Patna,Patna,Bihar,V2 Retail,25.612233,85.160052,1684297.0,2892112.0,exact,Patna,48,60252.0
