state,district,town,town_raw,pop_2011,households_2011,cagr,pop_2026,state_std,district_std
PUNJAB,Gurdaspur,Batala,Batala (M Cl + OG),158621,31396,0.0187,209438,Punjab,Gurdaspur
PUNJAB,Gurdaspur,Batala,Batala (M Cl),156619,31034,0.0187,206795,Punjab,Gurdaspur
PUNJAB,Gurdaspur,Qadian,Qadian (M Cl + OG),23632,4823,0.0187,31203,Punjab,Gurdaspur
PUNJAB,Gurdaspur,Qadian,Qadian (M Cl),21899,4487,0.0187,28915,Punjab,Gurdaspur
PUNJAB,Gurdaspur,Sri Hargobindpur,Sri Hargobindpur (M Cl),8241,1587,0.0187,10881,Punjab,Gurdaspur
PUNJAB,Gurdaspur,Shikar,Shikar (CT),4001,692,0.0187,5283,Punjab,Gurdaspur
PUNJAB,Gurdaspur,Dera Baba Nanak,Dera Baba Nanak (M Cl),6394,1298,0.0187,8442,Punjab,Gurdaspur
PUNJAB,Kapurthala ,Bhulath,Bhulath (NP),10548,2235,0.0187,13927,Punjab,Kapurthala 
PUNJAB,Kapurthala ,Begowal,Begowal (NP),10116,2366,0.0187,13357,Punjab,Kapurthala 
PUNJAB,Kapurthala ,Hussainpur,Hussainpur (CT)  ,15575,4013,0.0187,20565,Punjab,Kapurthala 
PUNJAB,Kapurthala ,Kapurthala,Kapurthala (M Cl),98916,20484,0.0187,130605,Punjab,Kapurthala 
PUNJAB,Kapurthala ,Dhilwan,Dhilwan (NP),8157,1701,0.0187,10770,Punjab,Kapurthala 
PUNJAB,Kapurthala ,Sultanpur,Sultanpur (M Cl),16877,3460,0.0187,22284,Punjab,Kapurthala 
PUNJAB,Kapurthala ,Phagwara Sharki,Phagwara Sharki (CT),20102,4343,0.0187,26542,Punjab,Kapurthala 
PUNJAB,Kapurthala ,Chachoki,Chachoki (CT),4307,958,0.0187,5687,Punjab,Kapurthala 
PUNJAB,Kapurthala ,Phagwara,Phagwara (M Cl),97864,20719,0.0187,129216,Punjab,Kapurthala 
PUNJAB,Jalandhar,Lohian Khass,Lohian Khass (NP),10362,2001,0.0187,13682,Punjab,Jalandhar
PUNJAB,Jalandhar,Shahkot,Shahkot (NP),14488,2957,0.0187,19129,Punjab,Jalandhar
PUNJAB,Jalandhar,Nakodar,Nakodar (M Cl),36973,7814,0.0187,48818,Punjab,Jalandhar
PUNJAB,Jalandhar,Apra,Apra (CT),6258,1262,0.0187,8263,Punjab,Jalandhar
PUNJAB,Jalandhar,Jandiala,Jandiala (CT),8487,1857,0.0187,11206,Punjab,Jalandhar
PUNJAB,Jalandhar,Goraya,Goraya (NP),16462,3590,0.0187,21736,Punjab,Jalandhar
PUNJAB,Jalandhar,Phillaur,Phillaur (M Cl),24688,5153,0.0187,32597,Punjab,Jalandhar
PUNJAB,Jalandhar,Nurmahal,Nurmahal (M Cl),14560,3117,0.0187,19225,Punjab,Jalandhar
PUNJAB,Jalandhar,Sufipind,Sufipind (CT),9406,2066,0.0187,12419,Punjab,Jalandhar
PUNJAB,Jalandhar,Dhin,Dhin (CT),5961,1259,0.0187,7871,Punjab,Jalandhar
PUNJAB,Jalandhar,Khambra,Khambra (CT) ,5483,1132,0.0187,7240,Punjab,Jalandhar
PUNJAB,Jalandhar,Sansarpur,Sansarpur (CT),4657,1033,0.0187,6149,Punjab,Jalandhar
PUNJAB,Jalandhar,Chomon,Chomon (CT),3704,826,0.0187,4891,Punjab,Jalandhar
PUNJAB,Jalandhar,Jalandhar Cantt.,Jalandhar Cantt. (CB),47845,9699,0.0187,63173,Punjab,Jalandhar
PUNJAB,Jalandhar,Jalandhar (M Corp. + OG),Jalandhar (M Corp. + OG) (Part),868181,186009,0.0187,1146317,Punjab,Jalandhar
PUNJAB,Jalandhar,Jalandhar,Jalandhar (M Corp.),862886,184834,0.0187,1139326,Punjab,Jalandhar
PUNJAB,Jalandhar,Alawalpur,Alawalpur (M Cl),7815,1715,0.0187,10319,Punjab,Jalandhar
PUNJAB,Jalandhar,Adampur,Adampur (M Cl),20922,4859,0.0187,27625,Punjab,Jalandhar
PUNJAB,Jalandhar,Raipur Rasulpur,Raipur Rasulpur (CT),3916,794,0.0187,5171,Punjab,Jalandhar
PUNJAB,Jalandhar,Sarai Khas,Sarai Khas (CT),7044,1511,0.0187,9301,Punjab,Jalandhar
PUNJAB,Jalandhar,Jalandhar (M Corp. + OG),Jalandhar (M Corp. + OG) (Part),748,165,0.0187,988,Punjab,Jalandhar
PUNJAB,Jalandhar,Kartarpur,Kartarpur (M Cl),25662,5332,0.0187,33883,Punjab,Jalandhar
PUNJAB,Jalandhar,Bhogpur,Bhogpur (NP),17549,3802,0.0187,23171,Punjab,Jalandhar
PUNJAB,Hoshiarpur,Urmar Tanda,Urmar Tanda (M Cl),23419,4965,0.0187,30922,Punjab,Hoshiarpur
PUNJAB,Hoshiarpur,Dasua,Dasua (M Cl),25192,5281,0.0187,33263,Punjab,Hoshiarpur
PUNJAB,Hoshiarpur,Gardhiwala,Gardhiwala (M Cl),7593,1612,0.0187,10026,Punjab,Hoshiarpur
PUNJAB,Hoshiarpur,Hazipur,Hazipur (CT),6091,1246,0.0187,8042,Punjab,Hoshiarpur
PUNJAB,Hoshiarpur,Talwara,Talwara (CT),19485,4191,0.0187,25727,Punjab,Hoshiarpur
PUNJAB,Hoshiarpur,Rakri,Rakri (CT),5722,1196,0.0187,7555,Punjab,Hoshiarpur
PUNJAB,Hoshiarpur,Mukerian,Mukerian (M Cl),29841,6236,0.0187,39401,Punjab,Hoshiarpur
PUNJAB,Hoshiarpur,Chohal,Chohal (CT),7304,1814,0.0187,9644,Punjab,Hoshiarpur
PUNJAB,Hoshiarpur,Hariana,Hariana (M Cl),8928,1894,0.0187,11788,Punjab,Hoshiarpur
PUNJAB,Hoshiarpur,Hoshiarpur,Hoshiarpur (M Cl),168653,36627,0.0187,222684,Punjab,Hoshiarpur
PUNJAB,Hoshiarpur,Sham Chaurasi,Sham Chaurasi (M Cl),4426,954,0.0187,5844,Punjab,Hoshiarpur
PUNJAB,Hoshiarpur,Mahilpur,Mahilpur (NP),11360,2469,0.0187,14999,Punjab,Hoshiarpur
PUNJAB,Hoshiarpur,Garhshankar,Garhshankar (M Cl),16955,3678,0.0187,22387,Punjab,Hoshiarpur
PUNJAB,Shahid Bhagat Singh Nagar ,Khothran,Khothran (CT),5046,1055,0.0187,6663,Punjab,Shahid Bhagat Singh Nagar 
PUNJAB,Shahid Bhagat Singh Nagar ,Aur,Aur (CT),4063,864,0.0187,5365,Punjab,Shahid Bhagat Singh Nagar 
PUNJAB,Shahid Bhagat Singh Nagar ,Saloh,Saloh (CT),4481,971,0.0187,5917,Punjab,Shahid Bhagat Singh Nagar 
PUNJAB,Shahid Bhagat Singh Nagar ,Banga,Banga (M Cl),20906,4401,0.0187,27604,Punjab,Shahid Bhagat Singh Nagar 
PUNJAB,Shahid Bhagat Singh Nagar ,Nawanshahr,Nawanshahr (M Cl),46024,10073,0.0187,60769,Punjab,Shahid Bhagat Singh Nagar 
PUNJAB,Shahid Bhagat Singh Nagar ,Rahon,Rahon (M Cl),15676,3260,0.0187,20698,Punjab,Shahid Bhagat Singh Nagar 
PUNJAB,Shahid Bhagat Singh Nagar ,Rail,Rail (CT),7589,1639,0.0187,10020,Punjab,Shahid Bhagat Singh Nagar 
PUNJAB,Shahid Bhagat Singh Nagar ,Balachaur,Balachaur (M Cl),21631,4471,0.0187,28561,Punjab,Shahid Bhagat Singh Nagar 
PUNJAB,Fatehgarh Sahib,Bassi Pathana,Bassi Pathana (M Cl),20288,4274,0.0187,26788,Punjab,Fatehgarh Sahib
PUNJAB,Fatehgarh Sahib,Sirhind Fatehgarh Sahib,Sirhind Fatehgarh Sahib (M Cl),58097,11899,0.0187,76709,Punjab,Fatehgarh Sahib
PUNJAB,Fatehgarh Sahib,Amloh,Amloh (M Cl),14696,3065,0.0187,19404,Punjab,Fatehgarh Sahib
PUNJAB,Fatehgarh Sahib,Gobindgarh,Gobindgarh (M Cl + OG),82266,17780,0.0187,108621,Punjab,Fatehgarh Sahib
PUNJAB,Fatehgarh Sahib,Gobindgarh,Gobindgarh (M Cl),73130,15757,0.0187,96558,Punjab,Fatehgarh Sahib
PUNJAB,Fatehgarh Sahib,Khamanon,Khamanon (NP),10135,2085,0.0187,13382,Punjab,Fatehgarh Sahib
PUNJAB,Ludhiana,Machhiwara,Machhiwara (M Cl),24916,4937,0.0187,32898,Punjab,Ludhiana
PUNJAB,Ludhiana,Samrala,Samrala (M Cl),19678,3975,0.0187,25982,Punjab,Ludhiana
PUNJAB,Ludhiana,Khanna,Khanna (M Cl),128137,26200,0.0187,169188,Punjab,Ludhiana
PUNJAB,Ludhiana,Payal,Payal (M Cl),7923,1537,0.0187,10461,Punjab,Ludhiana
PUNJAB,Ludhiana,Maloud,Maloud (NP),7567,1488,0.0187,9991,Punjab,Ludhiana
PUNJAB,Ludhiana,Doraha,Doraha (M Cl),25424,5291,0.0187,33569,Punjab,Ludhiana
PUNJAB,Ludhiana,Bhamian Kalan,Bhamian Kalan (CT),13174,2552,0.0187,17395,Punjab,Ludhiana
PUNJAB,Ludhiana,Sahnewal,Sahnewal  (NP),22484,4766,0.0187,29687,Punjab,Ludhiana
PUNJAB,Ludhiana,Ludhiana,Ludhiana (M Corp.),1618879,344333,0.0187,2137514,Punjab,Ludhiana
PUNJAB,Ludhiana,Jodhan,Jodhan (CT),3845,755,0.0187,5077,Punjab,Ludhiana
PUNJAB,Ludhiana,Gill,Gill (CT),28884,5890,0.0187,38137,Punjab,Ludhiana
PUNJAB,Ludhiana,Tharike,Tharike (CT),12294,2579,0.0187,16233,Punjab,Ludhiana
PUNJAB,Ludhiana,Bhattian,Bhattian (CT),11066,2171,0.0187,14611,Punjab,Ludhiana
PUNJAB,Ludhiana,Partap Singhwala,Partap Singhwala (CT),10843,2167,0.0187,14317,Punjab,Ludhiana
PUNJAB,Ludhiana,Baddowal,Baddowal (CT),6825,1377,0.0187,9012,Punjab,Ludhiana
PUNJAB,Ludhiana,Mullanpur Dakha,Mullanpur Dakha (NP),16356,3287,0.0187,21596,Punjab,Ludhiana
PUNJAB,Ludhiana,Halwara,Halwara (CT),9761,2138,0.0187,12888,Punjab,Ludhiana
PUNJAB,Ludhiana,Akalgarh,Akalgarh (CT),7678,1612,0.0187,10138,Punjab,Ludhiana
PUNJAB,Ludhiana,Raikot,Raikot (M Cl),28734,5739,0.0187,37939,Punjab,Ludhiana
PUNJAB,Ludhiana,Jagraon,Jagraon (M Cl),65240,13236,0.0187,86141,Punjab,Ludhiana
PUNJAB,Moga,Badhni Kalan,Badhni Kalan (NP),6786,1309,0.0187,8960,Punjab,Moga
PUNJAB,Moga,Bagha Purana,Bagha Purana (M Cl),25206,4815,0.0187,33281,Punjab,Moga
PUNJAB,Moga,Kot Ise Khan,Kot Ise Khan (CT),12800,2498,0.0187,16901,Punjab,Moga
PUNJAB,Moga,Moga,Moga (M Cl + OG),163397,33642,0.0187,215744,Punjab,Moga
PUNJAB,Moga,Moga,Moga (M Cl),150411,31012,0.0187,198598,Punjab,Moga
PUNJAB,Moga,Dharamkot,Dharamkot (M Cl),19057,3694,0.0187,25162,Punjab,Moga
PUNJAB,Firozpur,Makhu,Makhu (NP),14658,2861,0.0187,19354,Punjab,Firozpur
PUNJAB,Firozpur,Zira,Zira (M Cl + OG),37498,7182,0.0187,49511,Punjab,Firozpur
PUNJAB,Firozpur,Zira,Zira (M Cl),36732,7040,0.0187,48500,Punjab,Firozpur
PUNJAB,Firozpur,Mallanwala Khass,Mallanwala Khass (NP),16183,3030,0.0187,21367,Punjab,Firozpur
PUNJAB,Firozpur,Satyewala,Satyewala (CT),8724,1814,0.0187,11519,Punjab,Firozpur
PUNJAB,Firozpur,Firozpur,Firozpur (M Cl),110313,22263,0.0187,145654,Punjab,Firozpur
PUNJAB,Firozpur,Firozpur Cantt,Firozpur Cantt (CB),53199,10403,0.0187,70242,Punjab,Firozpur
PUNJAB,Firozpur,Talwandi Bhai,Talwandi Bhai (M Cl),17285,3359,0.0187,22823,Punjab,Firozpur
PUNJAB,Firozpur,Mudki,Mudki (NP),10415,1938,0.0187,13752,Punjab,Firozpur
PUNJAB,Firozpur,Guru Har Sahai,Guru Har Sahai  (M Cl),17192,3292,0.0187,22700,Punjab,Firozpur
PUNJAB,Firozpur,Jalalabad,Jalalabad (M Cl + OG),39525,8042,0.0187,52187,Punjab,Firozpur
PUNJAB,Firozpur,Jalalabad,Jalalabad (M Cl),38965,7939,0.0187,51448,Punjab,Firozpur
PUNJAB,Firozpur,Korianwali,Korianwali (CT),5770,963,0.0187,7619,Punjab,Firozpur
PUNJAB,Firozpur,Fazilka,Fazilka (M Cl),76492,15266,0.0187,100997,Punjab,Firozpur
PUNJAB,Firozpur,Abohar,Abohar (M Cl),145302,28614,0.0187,191852,Punjab,Firozpur
PUNJAB,Muktsar,Malout,Malout (M Cl),81406,16085,0.0187,107486,Punjab,Muktsar
PUNJAB,Muktsar,Gidderbaha,Gidderbaha (M Cl),45370,8892,0.0187,59905,Punjab,Muktsar
PUNJAB,Muktsar,Muktsar,Muktsar (M Cl),116747,23644,0.0187,154149,Punjab,Muktsar
PUNJAB,Muktsar,Bariwala,Bariwala (NP),8668,1615,0.0187,11445,Punjab,Muktsar
PUNJAB,Faridkot,Faridkot,Faridkot (M Cl + OG),87695,17927,0.0187,115790,Punjab,Faridkot
PUNJAB,Faridkot,Faridkot,Faridkot (M Cl),85435,17561,0.0187,112806,Punjab,Faridkot
PUNJAB,Faridkot,Kot Kapura,Kot Kapura (M Cl),91979,19008,0.0187,121446,Punjab,Faridkot
PUNJAB,Faridkot,Jaitu,Jaitu (M Cl + OG),37377,7230,0.0187,49351,Punjab,Faridkot
PUNJAB,Faridkot,Jaitu,Jaitu (M Cl),37004,7153,0.0187,48859,Punjab,Faridkot
PUNJAB,Bathinda,Bhagta Bhai Ka,Bhagta Bhai Ka (NP),14467,2730,0.0187,19102,Punjab,Bathinda
PUNJAB,Bathinda,Rampura Phul,Rampura Phul (M Cl + OG),51023,10071,0.0187,67369,Punjab,Bathinda
PUNJAB,Bathinda,Rampura Phul,Rampura Phul (M Cl),48450,9564,0.0187,63972,Punjab,Bathinda
PUNJAB,Bathinda,Bhisiana,Bhisiana (CT),4890,1170,0.0187,6457,Punjab,Bathinda
PUNJAB,Bathinda,Mehna,Mehna (CT),27733,5767,0.0187,36618,Punjab,Bathinda
PUNJAB,Bathinda,Bhucho Mandi,Bhucho Mandi (M Cl),14961,2985,0.0187,19754,Punjab,Bathinda
PUNJAB,Bathinda,Goniana,Goniana (M Cl),15208,3065,0.0187,20080,Punjab,Bathinda
PUNJAB,Bathinda,Bathinda,Bathinda (M Corp.),285788,60301,0.0187,377345,Punjab,Bathinda
PUNJAB,Bathinda,Sangat,Sangat (M Cl),2744,537,0.0187,3623,Punjab,Bathinda
PUNJAB,Bathinda,Kot Fatta,Kot Fatta (M Cl),7412,1457,0.0187,9787,Punjab,Bathinda
PUNJAB,Bathinda,Raman,Raman (M Cl),22553,4274,0.0187,29778,Punjab,Bathinda
PUNJAB,Bathinda,Talwandi Sabo,Talwandi Sabo (NP),20589,4003,0.0187,27185,Punjab,Bathinda
PUNJAB,Bathinda,Maur,Maur (M Cl),31849,6250,0.0187,42052,Punjab,Bathinda
PUNJAB,Mansa,Sardulgarh,Sardulgarh (NP),19219,3725,0.0187,25376,Punjab,Mansa
PUNJAB,Mansa,Bareta,Bareta (M Cl),17432,3409,0.0187,23017,Punjab,Mansa
PUNJAB,Mansa,Budhlada,Budhlada (M Cl),26172,5116,0.0187,34557,Punjab,Mansa
PUNJAB,Mansa,Bhikhi,Bhikhi (NP),17825,3435,0.0187,23536,Punjab,Mansa
PUNJAB,Mansa,Mansa,Mansa (M Cl),82956,16713,0.0187,109532,Punjab,Mansa
PUNJAB,Patiala,Samana,Samana (M Cl),54072,10853,0.0187,71395,Punjab,Patiala
PUNJAB,Patiala,Patran,Patran (M Cl),27963,5489,0.0187,36921,Punjab,Patiala
PUNJAB,Patiala,Ghagga,Ghagga (NP),10162,1925,0.0187,13418,Punjab,Patiala
PUNJAB,Patiala,Alhoran,Alhoran (CT),10218,2033,0.0187,13492,Punjab,Patiala
PUNJAB,Patiala,Nabha,Nabha (M Cl),67972,13690,0.0187,89748,Punjab,Patiala
PUNJAB,Patiala,Bhadson,Bhadson (NP),7260,1401,0.0187,9586,Punjab,Patiala
PUNJAB,Patiala,Rurki Kasba,Rurki Kasba (CT),10509,2228,0.0187,13876,Punjab,Patiala
PUNJAB,Patiala,Patiala,Patiala (M Corp. + OG),446246,93805,0.0187,589208,Punjab,Patiala
PUNJAB,Patiala,Patiala,Patiala (M Corp.),406192,85269,0.0187,536322,Punjab,Patiala
PUNJAB,Patiala,Sanaur,Sanaur (M Cl),21201,4120,0.0187,27993,Punjab,Patiala
PUNJAB,Patiala,Nilpur,Nilpur (CT),8391,1722,0.0187,11079,Punjab,Patiala
PUNJAB,Patiala,Ghanaur,Ghanaur (NP),6985,1418,0.0187,9223,Punjab,Patiala
PUNJAB,Patiala,Rajpura,Rajpura (M Cl),92301,19352,0.0187,121871,Punjab,Patiala
PUNJAB,Amritsar ,Chogawan,Chogawan (CT),5416,1100,0.0187,7151,Punjab,Amritsar 
PUNJAB,Amritsar ,Ramdas,Ramdas (M Cl),6398,1249,0.0187,8448,Punjab,Amritsar 
PUNJAB,Amritsar ,Ajnala,Ajnala (NP),21107,4060,0.0187,27869,Punjab,Amritsar 
PUNJAB,Amritsar ,Raja Sansi,Raja Sansi (NP),14298,2898,0.0187,18879,Punjab,Amritsar 
PUNJAB,Amritsar ,Majitha,Majitha (M Cl),14503,2695,0.0187,19149,Punjab,Amritsar 
PUNJAB,Amritsar ,Amritsar Cantt.,Amritsar Cantt. (CB),10410,2240,0.0187,13745,Punjab,Amritsar 
PUNJAB,Amritsar ,Jandiala,Jandiala (M Cl),29232,5651,0.0187,38597,Punjab,Amritsar 
PUNJAB,Amritsar ,Amritsar (M Corp. + OG),Amritsar (M Corp. + OG) (Part),3563,673,0.0187,4704,Punjab,Amritsar 
PUNJAB,Amritsar ,Kathanian,Kathanian (CT),10679,2232,0.0187,14100,Punjab,Amritsar 
PUNJAB,Amritsar ,Nangli,Nangli (CT),20440,4232,0.0187,26988,Punjab,Amritsar 
PUNJAB,Amritsar ,Mudal,Mudal (CT),3882,706,0.0187,5126,Punjab,Amritsar 
PUNJAB,Amritsar ,Amritsar (M Corp. + OG),Amritsar (M Corp. + OG) (Part),1155664,238405,0.0187,1525900,Punjab,Amritsar 
PUNJAB,Amritsar ,Amritsar,Amritsar (M Corp.),1132383,233866,0.0187,1495161,Punjab,Amritsar 
PUNJAB,Amritsar ,Khilchian,Khilchian (CT),4588,921,0.0187,6058,Punjab,Amritsar 
PUNJAB,Amritsar ,Baba Bakala,Baba Bakala (CT),8946,1834,0.0187,11812,Punjab,Amritsar 
PUNJAB,Amritsar ,Budha Theh,Budha Theh (CT),10979,2099,0.0187,14496,Punjab,Amritsar 
PUNJAB,Amritsar ,Rayya,Rayya (NP),14506,2910,0.0187,19153,Punjab,Amritsar 
PUNJAB,Tarn Taran,Tarn Taran,Tarn Taran (M Cl),66847,12874,0.0187,88263,Punjab,Tarn Taran
PUNJAB,Tarn Taran,Bhikhiwind,Bhikhiwind (CT),20526,3835,0.0187,27102,Punjab,Tarn Taran
PUNJAB,Tarn Taran,Patti,Patti (M Cl),40976,7607,0.0187,54103,Punjab,Tarn Taran
PUNJAB,Tarn Taran,Khem Karan,Khem Karan (NP),13446,2436,0.0187,17754,Punjab,Tarn Taran
PUNJAB,Rupnagar,Anandpur Sahib,Anandpur Sahib (M Cl),16282,3270,0.0187,21498,Punjab,Rupnagar
PUNJAB,Rupnagar,Nangal,Nangal (M Cl + OG),48497,10738,0.0187,64034,Punjab,Rupnagar
PUNJAB,Rupnagar,Nangal,Nangal (M Cl),41172,9191,0.0187,54362,Punjab,Rupnagar
PUNJAB,Rupnagar,Nehon,Nehon (CT),9439,2309,0.0187,12463,Punjab,Rupnagar
PUNJAB,Rupnagar,Ghanauli,Ghanauli (CT),4894,987,0.0187,6462,Punjab,Rupnagar
PUNJAB,Rupnagar,Kotla Nihang,Kotla Nihang (CT),4715,959,0.0187,6226,Punjab,Rupnagar
PUNJAB,Rupnagar,Rupnagar,Rupnagar (M Cl),56038,11898,0.0187,73991,Punjab,Rupnagar
PUNJAB,Rupnagar,Chamkaur Sahib,Chamkaur Sahib (NP),13920,2842,0.0187,18380,Punjab,Rupnagar
PUNJAB,Rupnagar,Morinda,Morinda (M Cl),24022,4805,0.0187,31718,Punjab,Rupnagar
PUNJAB,Sahibzada Ajit Singh Nagar,Mullanpur Garib Dass,Mullanpur Garib Dass (CT),6165,1234,0.0187,8140,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,Kurali,Kurali (M Cl),31060,6388,0.0187,41011,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,Kharar,Kharar (M Cl),74460,15930,0.0187,98315,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,Naya Gaon,Naya Gaon (NP),50869,11332,0.0187,67166,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,Balongi,Balongi (CT),15982,3677,0.0187,21102,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,Sohana,Sohana (CT),9306,1869,0.0187,12287,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,Banur,Banur (M Cl),18775,3639,0.0187,24790,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,S.A.S. Nagar (Mohali),S.A.S. Nagar (Mohali) (M Cl + OG),166864,39894,0.0187,220322,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,S.A.S. Nagar (Mohali),S.A.S. Nagar (Mohali) (M Cl),146213,34832,0.0187,193055,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,Bhankharpur,Bhankharpur (CT),10768,2176,0.0187,14218,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,Mirpur,Mirpur (CT),5967,1191,0.0187,7879,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,Mubarakpur,Mubarakpur (CT),5217,1098,0.0187,6888,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,Daper,Daper (CT),5936,1309,0.0187,7838,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,Lalru,Lalru (CT),21394,4093,0.0187,28248,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,Zirakpur,Zirakpur (M Cl),95553,20587,0.0187,126165,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sahibzada Ajit Singh Nagar,Dera Bassi,Dera Bassi (M Cl),26295,5871,0.0187,34719,Punjab,Sahibzada Ajit Singh Nagar
PUNJAB,Sangrur,Amargarh,Amargarh (CT),7339,1473,0.0187,9690,Punjab,Sangrur
PUNJAB,Sangrur,Ahmedgarh,Ahmedgarh (M Cl),31302,6425,0.0187,41330,Punjab,Sangrur
PUNJAB,Sangrur,Malerkotla,Malerkotla (M Cl),135424,25218,0.0187,178809,Punjab,Sangrur
PUNJAB,Sangrur,Dhuri,Dhuri (M Cl),55225,11077,0.0187,72917,Punjab,Sangrur
PUNJAB,Sangrur,Bhawanigarh,Bhawanigarh (M Cl),22320,4498,0.0187,29471,Punjab,Sangrur
PUNJAB,Sangrur,Sangrur,Sangrur (M Cl),88043,18199,0.0187,116249,Punjab,Sangrur
PUNJAB,Sangrur,Longowal,Longowal (M Cl),23851,4572,0.0187,31492,Punjab,Sangrur
PUNJAB,Sangrur,Cheema,Cheema (NP),11615,2265,0.0187,15336,Punjab,Sangrur
PUNJAB,Sangrur,Sunam Udham Singh Wala,Sunam Udham Singh Wala (M Cl + OG),69069,13662,0.0187,91196,Punjab,Sangrur
PUNJAB,Sangrur,Sunam Udham Singh Wala,Sunam Udham Singh Wala (M Cl),55455,11115,0.0187,73221,Punjab,Sangrur
PUNJAB,Sangrur,Dirba,Dirba (NP),16952,3227,0.0187,22383,Punjab,Sangrur
PUNJAB,Sangrur,Lehragaga,Lehragaga (M Cl),22588,4466,0.0187,29824,Punjab,Sangrur
PUNJAB,Sangrur,Moonak,Moonak (NP),18141,3296,0.0187,23953,Punjab,Sangrur
PUNJAB,Sangrur,Khanauri,Khanauri (NP),14096,2628,0.0187,18612,Punjab,Sangrur
PUNJAB,Barnala,Barnala,Barnala (M Cl),116449,24490,0.0187,153755,Punjab,Barnala
PUNJAB,Barnala,Handiaya,Handiaya (NP),12507,2702,0.0187,16514,Punjab,Barnala
PUNJAB,Barnala,Dhanaula,Dhanaula (M Cl),19920,3878,0.0187,26302,Punjab,Barnala
PUNJAB,Barnala,Tapa,Tapa (M Cl),23248,4516,0.0187,30696,Punjab,Barnala
PUNJAB,Barnala,Bhadaur,Bhadaur (M Cl),18561,3555,0.0187,24507,Punjab,Barnala
CHANDIGARH,Chandigarh,Khuda Alisher,Khuda Alisher (CT),6831,1562,0.0276,10277,Chandigarh,Chandigarh
CHANDIGARH,Chandigarh,"Mani Majra (R), Basti Kishangarh, Basti Bhagwanpura","Mani Majra (R), Basti Kishangarh, Basti Bhagwanpura (CT)",15489,3716,0.0276,23302,Chandigarh,Chandigarh
CHANDIGARH,Chandigarh,Daria,Daria (CT),14470,3475,0.0276,21769,Chandigarh,Chandigarh
CHANDIGARH,Chandigarh,Mauli Jagran,Mauli Jagran (CT),10786,2560,0.0276,16226,Chandigarh,Chandigarh
CHANDIGARH,Chandigarh,Behlana,Behlana (CT),8281,2200,0.0276,12458,Chandigarh,Chandigarh
CHANDIGARH,Chandigarh,Chandigarh,Chandigarh (M Corp. + OG) ,970602,220520,0.0276,1460167,Chandigarh,Chandigarh
CHANDIGARH,Chandigarh,Chandigarh,Chandigarh (M Corp.) ,961587,218087,0.0276,1446605,Chandigarh,Chandigarh
UTTARAKHAND,Uttarkashi,Barkot,Barkot (NP),6720,1509,0.0312,10654,Uttarakhand,Uttarkashi
UTTARAKHAND,Uttarkashi,Uttarkashi,Uttarkashi (NPP),17475,4132,0.0312,27705,Uttarakhand,Uttarkashi
UTTARAKHAND,Uttarkashi,Gangotri,Gangotri (NP),110,47,0.0312,174,Uttarakhand,Uttarkashi
UTTARAKHAND,Chamoli,Badrinathpuri,Badrinathpuri (NP),2438,850,0.0312,3865,Uttarakhand,Chamoli
UTTARAKHAND,Chamoli,Joshimath,Joshimath  (NPP),16709,3898,0.0312,26491,Uttarakhand,Chamoli
UTTARAKHAND,Chamoli,Chamoli Gopeshwar,Chamoli Gopeshwar (NPP),21447,5513,0.0312,34002,Uttarakhand,Chamoli
UTTARAKHAND,Chamoli,Nandprayag,Nandprayag (NP),1641,401,0.0312,2602,Uttarakhand,Chamoli
UTTARAKHAND,Chamoli,Gochar,Gochar (NP),8864,1985,0.0312,14053,Uttarakhand,Chamoli
UTTARAKHAND,Chamoli,Karnaprayag,Karnaprayag (NP),8297,1999,0.0312,13154,Uttarakhand,Chamoli
UTTARAKHAND,Rudraprayag,Kedarnath,Kedarnath (NP),612,297,0.0312,970,Uttarakhand,Rudraprayag
UTTARAKHAND,Rudraprayag,Rudraprayag,Rudraprayag (NPP),9313,2363,0.0312,14765,Uttarakhand,Rudraprayag
