state,district,town,town_raw,pop_2011,households_2011,cagr,pop_2026,state_std,district_std
MADHYA PRADESH,Seoni,Barghat,Barghat (NP),12100,2829,0.0274,18150,Madhya Pradesh,Seoni
MADHYA PRADESH,Balaghat,Katangi,Katangi (NP),16146,3554,0.0274,24219,Madhya Pradesh,Balaghat
MADHYA PRADESH,Balaghat,Tirodi,Tirodi (CT),8451,2078,0.0274,12677,Madhya Pradesh,Balaghat
MADHYA PRADESH,Balaghat,Waraseoni,Waraseoni (M + OG),27494,6077,0.0274,41241,Madhya Pradesh,Balaghat
MADHYA PRADESH,Balaghat,Waraseoni,Waraseoni (M),25103,5522,0.0274,37655,Madhya Pradesh,Balaghat
MADHYA PRADESH,Balaghat,Garra,Garra (CT),5533,1315,0.0274,8300,Madhya Pradesh,Balaghat
MADHYA PRADESH,Balaghat,Hirapur,Hirapur (CT),6315,1478,0.0274,9473,Madhya Pradesh,Balaghat
MADHYA PRADESH,Balaghat,Bharveli,Bharveli (CT),10357,2409,0.0274,15536,Madhya Pradesh,Balaghat
MADHYA PRADESH,Balaghat,Kosmi,Kosmi (CT),8970,1974,0.0274,13455,Madhya Pradesh,Balaghat
MADHYA PRADESH,Balaghat,Balaghat,Balaghat (M),84261,18495,0.0274,126392,Madhya Pradesh,Balaghat
MADHYA PRADESH,Balaghat,Kirnapur,Kirnapur (CT),6137,1478,0.0274,9206,Madhya Pradesh,Balaghat
MADHYA PRADESH,Balaghat,Baihar,Baihar (NP),16650,3693,0.0274,24975,Madhya Pradesh,Balaghat
MADHYA PRADESH,Balaghat,Malajkhand,Malajkhand (M),34176,7386,0.0274,51264,Madhya Pradesh,Balaghat
MADHYA PRADESH,Balaghat,Ukwa,Ukwa (CT),6768,1633,0.0274,10152,Madhya Pradesh,Balaghat
MADHYA PRADESH,Balaghat,Lanji,Lanji (NP),13558,2897,0.0274,20337,Madhya Pradesh,Balaghat
MADHYA PRADESH,Guna,Guna,Guna (M),180935,34383,0.0274,271404,Madhya Pradesh,Guna
MADHYA PRADESH,Guna,Raghogarh -Vijaypur,Raghogarh -Vijaypur (M),62163,12409,0.0274,93245,Madhya Pradesh,Guna
MADHYA PRADESH,Guna,Kumbhraj,Kumbhraj (NP),19707,3443,0.0274,29561,Madhya Pradesh,Guna
MADHYA PRADESH,Guna,Aron,Aron (NP),28010,5114,0.0274,42015,Madhya Pradesh,Guna
MADHYA PRADESH,Guna,Chachaura-Binaganj,Chachaura-Binaganj (NP),21860,4011,0.0274,32790,Madhya Pradesh,Guna
MADHYA PRADESH,Ashoknagar,Isagarh,Isagarh (NP),12583,2407,0.0274,18875,Madhya Pradesh,Ashoknagar
MADHYA PRADESH,Ashoknagar,Chanderi,Chanderi (M),33081,6669,0.0274,49622,Madhya Pradesh,Ashoknagar
MADHYA PRADESH,Ashoknagar,Ashoknagar,Ashoknagar (M),81828,15806,0.0274,122743,Madhya Pradesh,Ashoknagar
MADHYA PRADESH,Ashoknagar,Mungaoli,Mungaoli (NP + OG),26192,5004,0.0274,39288,Madhya Pradesh,Ashoknagar
MADHYA PRADESH,Ashoknagar,Mungaoli,Mungaoli (NP),20689,3902,0.0274,31034,Madhya Pradesh,Ashoknagar
MADHYA PRADESH,Shahdol,Khand(Bansagar),Khand(Bansagar) (NP),10653,2305,0.0274,15980,Madhya Pradesh,Shahdol
MADHYA PRADESH,Shahdol,Beohari,Beohari (NP),24545,5249,0.0274,36818,Madhya Pradesh,Shahdol
MADHYA PRADESH,Shahdol,Jaisinghnagar,Jaisinghnagar (NP),8233,1952,0.0274,12350,Madhya Pradesh,Shahdol
MADHYA PRADESH,Shahdol,Amlai (CT),Amlai (CT) (Part),20677,4635,0.0274,31016,Madhya Pradesh,Shahdol
MADHYA PRADESH,Shahdol,Sabo,Sabo (CT),4366,911,0.0274,6549,Madhya Pradesh,Shahdol
MADHYA PRADESH,Shahdol,Shahdol,Shahdol (M),86681,17833,0.0274,130022,Madhya Pradesh,Shahdol
MADHYA PRADESH,Shahdol,Burhar,Burhar (NP),19289,4006,0.0274,28934,Madhya Pradesh,Shahdol
MADHYA PRADESH,Shahdol,Dhanpuri (Nargada Hari Dafai),Dhanpuri (Nargada Hari Dafai) (M),45156,9293,0.0274,67734,Madhya Pradesh,Shahdol
MADHYA PRADESH,Anuppur,Bijuri,Bijuri (M),32682,6915,0.0274,49023,Madhya Pradesh,Anuppur
MADHYA PRADESH,Anuppur,Kotma,Kotma (M),29704,6204,0.0274,44556,Madhya Pradesh,Anuppur
MADHYA PRADESH,Anuppur,Amlai (CT),Amlai (CT) (Part),9677,2104,0.0274,14516,Madhya Pradesh,Anuppur
MADHYA PRADESH,Anuppur,Dola,Dola (CT),9273,1927,0.0274,13910,Madhya Pradesh,Anuppur
MADHYA PRADESH,Anuppur,Kelhauri (Chachai),Kelhauri (Chachai) (CT),8796,2149,0.0274,13194,Madhya Pradesh,Anuppur
MADHYA PRADESH,Anuppur,Badra,Badra (CT),4785,1028,0.0274,7178,Madhya Pradesh,Anuppur
MADHYA PRADESH,Anuppur,Bangawan,Bangawan (CT),20873,4278,0.0274,31310,Madhya Pradesh,Anuppur
MADHYA PRADESH,Anuppur,Deori,Deori (CT),5127,1148,0.0274,7691,Madhya Pradesh,Anuppur
MADHYA PRADESH,Anuppur,Deohra,Deohra (CT),9686,2135,0.0274,14529,Madhya Pradesh,Anuppur
MADHYA PRADESH,Anuppur,Dumar Kachhar,Dumar Kachhar (CT),9480,2041,0.0274,14220,Madhya Pradesh,Anuppur
MADHYA PRADESH,Anuppur,Pasan,Pasan (M),28447,5818,0.0274,42671,Madhya Pradesh,Anuppur
MADHYA PRADESH,Anuppur,Anuppur,Anuppur (M),19899,4331,0.0274,29849,Madhya Pradesh,Anuppur
MADHYA PRADESH,Anuppur,Jaithari,Jaithari (NP),8396,1834,0.0274,12594,Madhya Pradesh,Anuppur
MADHYA PRADESH,Anuppur,Amarkantak,Amarkantak (NP),8416,1952,0.0274,12624,Madhya Pradesh,Anuppur
MADHYA PRADESH,Sidhi,Rampur Naikin,Rampur Naikin (NP),11936,2341,0.0274,17904,Madhya Pradesh,Sidhi
MADHYA PRADESH,Sidhi,Churhat,Churhat (NP),14962,2787,0.0274,22443,Madhya Pradesh,Sidhi
MADHYA PRADESH,Sidhi,Sidhi,Sidhi (M),54331,10599,0.0274,81497,Madhya Pradesh,Sidhi
MADHYA PRADESH,Sidhi,Majhauli,Majhauli (NP),11892,2647,0.0274,17838,Madhya Pradesh,Sidhi
MADHYA PRADESH,Singrauli,Naudhia,Naudhia (CT),6529,1341,0.0274,9794,Madhya Pradesh,Singrauli
MADHYA PRADESH,Singrauli,Singrauli,Singrauli (M Corp.),220257,44682,0.0274,330387,Madhya Pradesh,Singrauli
MADHYA PRADESH,Jhabua,Thandla,Thandla (NP),15756,3005,0.0274,23634,Madhya Pradesh,Jhabua
MADHYA PRADESH,Jhabua,Petlawad,Petlawad (NP),15174,3117,0.0274,22761,Madhya Pradesh,Jhabua
MADHYA PRADESH,Jhabua,Meghnagar,Meghnagar (CT),12929,2553,0.0274,19394,Madhya Pradesh,Jhabua
MADHYA PRADESH,Jhabua,Jhabua,Jhabua (M),35753,7270,0.0274,53630,Madhya Pradesh,Jhabua
MADHYA PRADESH,Jhabua,Ranapur,Ranapur (NP),12371,2278,0.0274,18557,Madhya Pradesh,Jhabua
MADHYA PRADESH,Alirajpur,Bhavra,Bhavra (NP),10968,1986,0.0274,16452,Madhya Pradesh,Alirajpur
MADHYA PRADESH,Alirajpur,Jobat,Jobat (NP),11976,2206,0.0274,17964,Madhya Pradesh,Alirajpur
MADHYA PRADESH,Alirajpur,Nanpur,Nanpur (CT),5632,1076,0.0274,8448,Madhya Pradesh,Alirajpur
MADHYA PRADESH,Alirajpur,Alirajpur,Alirajpur (M),28498,5403,0.0274,42747,Madhya Pradesh,Alirajpur
MADHYA PRADESH,Khandwa (East Nimar),Chhanera,Chhanera (NP),22052,4197,0.0274,33078,Madhya Pradesh,Khandwa (East Nimar)
MADHYA PRADESH,Khandwa (East Nimar),Khandwa,Khandwa (M Corp.),200738,39002,0.0274,301108,Madhya Pradesh,Khandwa (East Nimar)
MADHYA PRADESH,Khandwa (East Nimar),Omkareshwar,Omkareshwar (NP),10063,2205,0.0274,15095,Madhya Pradesh,Khandwa (East Nimar)
MADHYA PRADESH,Khandwa (East Nimar),Mundi,Mundi (NP),12889,2584,0.0274,19334,Madhya Pradesh,Khandwa (East Nimar)
MADHYA PRADESH,Khandwa (East Nimar),Pandhana,Pandhana (NP),13694,2485,0.0274,20541,Madhya Pradesh,Khandwa (East Nimar)
MADHYA PRADESH,Burhanpur,Burhanpur,Burhanpur (M Corp.),210886,38118,0.0274,316331,Madhya Pradesh,Burhanpur
MADHYA PRADESH,Burhanpur,Shahpur,Shahpur (NP),19719,4062,0.0274,29579,Madhya Pradesh,Burhanpur
MADHYA PRADESH,Burhanpur,Nepanagar,Nepanagar (M),29682,6319,0.0274,44523,Madhya Pradesh,Burhanpur
GUJARAT,Kachchh,Rapar,Rapar (M),28407,5739,0.0214,39027,Gujarat,Kachchh
GUJARAT,Kachchh,Bhachau,Bhachau (M),39532,8647,0.0214,54311,Gujarat,Kachchh
GUJARAT,Kachchh,Anjar,Anjar (M),87183,18906,0.0214,119776,Gujarat,Kachchh
GUJARAT,Kachchh,Madhapar,Madhapar (CT),32293,7630,0.0214,44366,Gujarat,Kachchh
GUJARAT,Kachchh,Mirjhapar,Mirjhapar (CT),7109,1565,0.0214,9767,Gujarat,Kachchh
GUJARAT,Kachchh,Sukhpar,Sukhpar (CT),13303,3005,0.0214,18276,Gujarat,Kachchh
GUJARAT,Kachchh,Mankuva,Mankuva (CT),11975,2476,0.0214,16452,Gujarat,Kachchh
GUJARAT,Kachchh,Bhuj,Bhuj (M + OG),148834,33402,0.0214,204475,Gujarat,Kachchh
GUJARAT,Kachchh,Bhuj,Bhuj (M),143286,32150,0.0214,196853,Gujarat,Kachchh
GUJARAT,Kachchh,Mandvi,Mandvi (M),51376,10346,0.0214,70583,Gujarat,Kachchh
GUJARAT,Kachchh,Mundra,Mundra (CT),20338,4738,0.0214,27941,Gujarat,Kachchh
GUJARAT,Kachchh,Galpadar,Galpadar (CT),13155,2652,0.0214,18073,Gujarat,Kachchh
GUJARAT,Kachchh,Antarjal,Antarjal (CT),11256,2426,0.0214,15464,Gujarat,Kachchh
GUJARAT,Kachchh,Kandla,Kandla (CT),15782,3574,0.0214,21682,Gujarat,Kachchh
GUJARAT,Kachchh,Gandhidham,Gandhidham (M),247992,54565,0.0214,340703,Gujarat,Kachchh
GUJARAT,Banas Kantha,Tharad,Tharad (M),27954,5154,0.0214,38404,Gujarat,Banas Kantha
GUJARAT,Banas Kantha,Dhanera,Dhanera (M),29578,5503,0.0214,40636,Gujarat,Banas Kantha
GUJARAT,Banas Kantha,Ambaji,Ambaji (CT),17753,3612,0.0214,24390,Gujarat,Banas Kantha
GUJARAT,Banas Kantha,Chhapi,Chhapi (CT),8379,1679,0.0214,11511,Gujarat,Banas Kantha
GUJARAT,Banas Kantha,Bhagal (Jagana),Bhagal (Jagana) (CT),6250,1126,0.0214,8587,Gujarat,Banas Kantha
GUJARAT,Banas Kantha,Kanodar,Kanodar (CT),12389,2625,0.0214,17021,Gujarat,Banas Kantha
GUJARAT,Banas Kantha,Palanpur,Palanpur (M + OG),141592,29026,0.0214,194525,Gujarat,Banas Kantha
GUJARAT,Banas Kantha,Palanpur,Palanpur (M),122344,24975,0.0214,168082,Gujarat,Banas Kantha
GUJARAT,Banas Kantha,Nava Bhildi,Nava Bhildi (CT),4994,988,0.0214,6861,Gujarat,Banas Kantha
GUJARAT,Banas Kantha,Deesa,Deesa (M),111160,21638,0.0214,152717,Gujarat,Banas Kantha
GUJARAT,Banas Kantha,Deodar,Deodar (CT),14912,2923,0.0214,20487,Gujarat,Banas Kantha
GUJARAT,Banas Kantha,Bhabhar,Bhabhar (M),21894,4295,0.0214,30079,Gujarat,Banas Kantha
GUJARAT,Banas Kantha,Thara,Thara (M),18060,3404,0.0214,24812,Gujarat,Banas Kantha
GUJARAT,Patan  ,Radhanpur,Radhanpur (M),39558,7962,0.0214,54347,Gujarat,Patan  
GUJARAT,Patan  ,Kakoshi,Kakoshi (CT),9734,1853,0.0214,13373,Gujarat,Patan  
GUJARAT,Patan  ,Sidhpur,Sidhpur (M + OG),61867,12897,0.0214,84996,Gujarat,Patan  
GUJARAT,Patan  ,Sidhpur,Sidhpur (M),56402,11795,0.0214,77488,Gujarat,Patan  
GUJARAT,Patan  ,Patan,Patan (M + OG),133737,28096,0.0214,183734,Gujarat,Patan  
GUJARAT,Patan  ,Patan,Patan (M),125497,26238,0.0214,172413,Gujarat,Patan  
GUJARAT,Patan  ,Harij,Harij (M),20253,4238,0.0214,27824,Gujarat,Patan  
GUJARAT,Patan  ,Chanasma,Chanasma (M),15932,3505,0.0214,21888,Gujarat,Patan  
GUJARAT,Mahesana,Kheralu,Kheralu (M),21843,4527,0.0214,30009,Gujarat,Mahesana
GUJARAT,Mahesana,Unjha,Unjha (M),57108,12174,0.0214,78458,Gujarat,Mahesana
GUJARAT,Mahesana,Visnagar,Visnagar (M + OG),76753,16271,0.0214,105447,Gujarat,Mahesana
GUJARAT,Mahesana,Visnagar,Visnagar (M),63073,13249,0.0214,86653,Gujarat,Mahesana
GUJARAT,Mahesana,Vadnagar,Vadnagar (M),27790,5584,0.0214,38179,Gujarat,Mahesana
GUJARAT,Mahesana,Vijapur,Vijapur (M + OG),35118,7385,0.0214,48247,Gujarat,Mahesana
GUJARAT,Mahesana,Vijapur,Vijapur (M),25558,5312,0.0214,35113,Gujarat,Mahesana
GUJARAT,Mahesana,Baliyasan,Baliyasan (CT),3915,890,0.0214,5379,Gujarat,Mahesana
GUJARAT,Mahesana,Ambaliyasan,Ambaliyasan (CT),7072,1555,0.0214,9716,Gujarat,Mahesana
GUJARAT,Mahesana,Mahesana,Mahesana (M + OG),190753,39767,0.0214,262065,Gujarat,Mahesana
GUJARAT,Mahesana,Mahesana,Mahesana (M),184991,38523,0.0214,254149,Gujarat,Mahesana
GUJARAT,Mahesana,Bechar Alias Becharaji,Bechar Alias Becharaji (CT),12574,2709,0.0214,17275,Gujarat,Mahesana
GUJARAT,Mahesana,Kadi,Kadi (M + OG),81404,17081,0.0214,111836,Gujarat,Mahesana
GUJARAT,Mahesana,Kadi,Kadi (M),73228,15344,0.0214,100604,Gujarat,Mahesana
GUJARAT,Sabar Kantha,Khedbrahma,Khedbrahma (M),25001,5021,0.0214,34348,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Vijaynagar,Vijaynagar (CT),6078,1243,0.0214,8350,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Vadali,Vadali (M),20646,4320,0.0214,28364,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Idar,Idar (M + OG),42306,8688,0.0214,58122,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Idar,Idar (M),31176,6337,0.0214,42831,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Bhiloda,Bhiloda (CT),16074,3464,0.0214,22083,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Meghraj,Meghraj (CT),11363,2401,0.0214,15611,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Savgadh,Savgadh (CT),13841,2767,0.0214,19015,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Parabada,Parabada (CT),6255,1256,0.0214,8593,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Himatnagar,Himatnagar (M),81137,16728,0.0214,111470,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Prantij,Prantij (M),23596,4980,0.0214,32417,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Talod,Talod (M),18298,3864,0.0214,25139,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Modasa,Modasa (M),67648,13917,0.0214,92938,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Malpur,Malpur (CT),6378,1428,0.0214,8762,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Sathamba,Sathamba (CT),7213,1484,0.0214,9910,Gujarat,Sabar Kantha
GUJARAT,Sabar Kantha,Bayad,Bayad (M),17886,3814,0.0214,24573,Gujarat,Sabar Kantha
GUJARAT,Gandhinagar,Chhatral,Chhatral (CT),10215,2161,0.0214,14034,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Arsodiya,Arsodiya (CT),5859,1198,0.0214,8049,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Saij,Saij (CT),13882,2859,0.0214,19072,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Chhatral INA,Chhatral INA (INA),2660,766,0.0214,3654,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Kalol,Kalol (M + OG),134426,28241,0.0214,184681,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Kalol,Kalol (M),113153,23800,0.0214,155455,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Kalol INA,Kalol INA (INA),535,124,0.0214,735,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Mansa,Mansa (M),30347,6458,0.0214,41692,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Vavol,Vavol (CT),12628,2807,0.0214,17349,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Palaj,Palaj (CT),2634,575,0.0214,3619,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Adalaj,Adalaj (CT),11957,2621,0.0214,16427,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Bhat,Bhat (CT),6823,1430,0.0214,9374,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Chiloda (Naroda),Chiloda (Naroda) (CT),9735,2059,0.0214,13374,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Pethapur,Pethapur (M),23497,4839,0.0214,32281,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Gandhinagar,Gandhinagar (NA + OG),292797,63168,0.0214,402258,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Gandhinagar,Gandhinagar (NA),206167,45143,0.0214,283242,Gujarat,Gandhinagar
GUJARAT,Gandhinagar,Dehgam,Dehgam (M),42632,8690,0.0214,58570,Gujarat,Gandhinagar
GUJARAT,Ahmadabad,Viramgam,Viramgam (M),55821,12188,0.0214,76689,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Sanand,Sanand (M + OG),95890,19999,0.0214,131738,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Sanand,Sanand (M),41530,8628,0.0214,57056,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Ahmadabad Cantonment,Ahmadabad Cantonment (CB),7588,1446,0.0214,10425,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Ahmadabad,Ahmadabad (M Corp.),5577940,1179823,0.0214,7663226,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Bopal,Bopal (CT),37635,8801,0.0214,51705,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Singarva,Singarva (CT),12547,2690,0.0214,17238,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Nandej,Nandej (CT),9176,1916,0.0214,12606,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Ahmadabad (M Corp. + OG),Ahmadabad (M Corp. + OG) (Part),55987,12020,0.0214,76917,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Bareja,Bareja (M),19690,4119,0.0214,27051,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Dholka,Dholka (M + OG),80945,16584,0.0214,111206,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Dholka,Dholka (M),79531,16285,0.0214,109263,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Bavla,Bavla (M + OG),42458,9089,0.0214,58331,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Bavla,Bavla (M),36206,7788,0.0214,49741,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Ranpur,Ranpur (CT),16944,3317,0.0214,23278,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Barwala,Barwala (M),17951,3310,0.0214,24662,Gujarat,Ahmadabad
GUJARAT,Ahmadabad,Dhandhuka,Dhandhuka (M),32475,6350,0.0214,44616,Gujarat,Ahmadabad
GUJARAT,Surendranagar,Halvad,Halvad (M),32024,6500,0.0214,43996,Gujarat,Surendranagar
GUJARAT,Surendranagar,Dhrangadhra,Dhrangadhra (M),75133,15256,0.0214,103221,Gujarat,Surendranagar
GUJARAT,Surendranagar,Kharaghoda,Kharaghoda (CT),11944,2308,0.0214,16409,Gujarat,Surendranagar
GUJARAT,Surendranagar,Patdi,Patdi (M),17725,3679,0.0214,24351,Gujarat,Surendranagar
GUJARAT,Surendranagar,Surendranagar Dudhrej,Surendranagar Dudhrej (M),177851,37700,0.0214,244340,Gujarat,Surendranagar
GUJARAT,Surendranagar,Wadhwan,Wadhwan (M),75755,15829,0.0214,104076,Gujarat,Surendranagar
GUJARAT,Surendranagar,Thangadh,Thangadh (M),42351,8226,0.0214,58184,Gujarat,Surendranagar
GUJARAT,Surendranagar,Chotila,Chotila (M),21364,4103,0.0214,29351,Gujarat,Surendranagar
GUJARAT,Surendranagar,Limbdi,Limbdi (M),42769,8808,0.0214,58758,Gujarat,Surendranagar
GUJARAT,Rajkot,Maliya,Maliya (M),15964,2943,0.0214,21932,Gujarat,Rajkot
GUJARAT,Rajkot,Mahendranagar,Mahendranagar (CT),12565,2537,0.0214,17262,Gujarat,Rajkot
GUJARAT,Rajkot,Trajpar,Trajpar (CT),16637,3428,0.0214,22857,Gujarat,Rajkot
GUJARAT,Rajkot,Saktasanala,Saktasanala (CT),5786,1125,0.0214,7949,Gujarat,Rajkot
GUJARAT,Rajkot,Ravapara,Ravapara (CT),12206,2628,0.0214,16769,Gujarat,Rajkot
GUJARAT,Rajkot,Morvi,Morvi (M + OG),210451,42277,0.0214,289127,Gujarat,Rajkot
GUJARAT,Rajkot,Morvi,Morvi (M),194947,39453,0.0214,267827,Gujarat,Rajkot
GUJARAT,Rajkot,Chandrapur,Chandrapur (CT),8906,1860,0.0214,12235,Gujarat,Rajkot
GUJARAT,Rajkot,Wankaner,Wankaner (M),43881,8907,0.0214,60286,Gujarat,Rajkot
GUJARAT,Rajkot,Paddhari,Paddhari (CT),10547,2208,0.0214,14490,Gujarat,Rajkot
GUJARAT,Rajkot,Ghanteshvar,Ghanteshvar (CT),5874,1203,0.0214,8070,Gujarat,Rajkot
GUJARAT,Rajkot,Anandpar,Anandpar (CT),13483,2597,0.0214,18524,Gujarat,Rajkot
GUJARAT,Rajkot,Kotharia,Kotharia (CT),53794,11973,0.0214,73905,Gujarat,Rajkot
GUJARAT,Rajkot,Rajkot,Rajkot (M Corp. + OG),1323363,286838,0.0214,1818096,Gujarat,Rajkot
GUJARAT,Rajkot,Rajkot,Rajkot (M Corp.),1286678,279150,0.0214,1767696,Gujarat,Rajkot
GUJARAT,Rajkot,Lodhika,Lodhika (INA),671,187,0.0214,922,Gujarat,Rajkot
GUJARAT,Rajkot,Shapur,Shapur (CT),9249,2602,0.0214,12707,Gujarat,Rajkot
GUJARAT,Rajkot,Veraval,Veraval (CT),19152,4620,0.0214,26312,Gujarat,Rajkot
GUJARAT,Rajkot,Jasdan,Jasdan (M),48483,9527,0.0214,66608,Gujarat,Rajkot
GUJARAT,Rajkot,Gondal,Gondal (M),112197,22624,0.0214,154141,Gujarat,Rajkot
GUJARAT,Rajkot,Bhayavadar,Bhayavadar (M),19404,4446,0.0214,26658,Gujarat,Rajkot
GUJARAT,Rajkot,Upleta,Upleta (M),58775,12794,0.0214,80748,Gujarat,Rajkot
GUJARAT,Rajkot,Dhoraji,Dhoraji (M),84545,18211,0.0214,116152,Gujarat,Rajkot
GUJARAT,Rajkot,Jetalsar,Jetalsar (CT),9815,2143,0.0214,13484,Gujarat,Rajkot
GUJARAT,Rajkot,Jetpur Navagadh,Jetpur Navagadh (M),118302,23947,0.0214,162529,Gujarat,Rajkot
GUJARAT,Jamnagar,Mithapur,Mithapur (CT),10508,2293,0.0214,14436,Gujarat,Jamnagar
GUJARAT,Jamnagar,Okha,Okha (M),62052,12492,0.0214,85250,Gujarat,Jamnagar
GUJARAT,Jamnagar,Dwarka,Dwarka (M),38873,8207,0.0214,53405,Gujarat,Jamnagar
GUJARAT,Jamnagar,Shaktinagar,Shaktinagar (CT),13463,2718,0.0214,18496,Gujarat,Jamnagar
GUJARAT,Jamnagar,Salaya,Salaya (M),33246,4684,0.0214,45675,Gujarat,Jamnagar
GUJARAT,Jamnagar,Khambhalia,Khambhalia (M),41734,8541,0.0214,57336,Gujarat,Jamnagar
GUJARAT,Jamnagar,Digvijaygram,Digvijaygram (CT),6161,1276,0.0214,8464,Gujarat,Jamnagar
GUJARAT,Jamnagar,Sikka,Sikka (M),28814,5304,0.0214,39586,Gujarat,Jamnagar
GUJARAT,Jamnagar,GSFC (Motikhavdi Sikka),GSFC (Motikhavdi Sikka) (INA),467,144,0.0214,642,Gujarat,Jamnagar
GUJARAT,Jamnagar,Reliance Complex,Reliance Complex (INA),12796,4163,0.0214,17580,Gujarat,Jamnagar
GUJARAT,Jamnagar,Jamnagar,Jamnagar (M Corp. + OG),600943,125538,0.0214,825603,Gujarat,Jamnagar
GUJARAT,Jamnagar,Jamnagar,Jamnagar (M Corp.),479920,100101,0.0214,659336,Gujarat,Jamnagar
GUJARAT,Jamnagar,Dhrol,Dhrol (M),25883,5093,0.0214,35559,Gujarat,Jamnagar
GUJARAT,Jamnagar,Kalavad,Kalavad (M),28314,5959,0.0214,38899,Gujarat,Jamnagar
GUJARAT,Jamnagar,Raval,Raval (M),19777,3483,0.0214,27171,Gujarat,Jamnagar
GUJARAT,Jamnagar,Bhanvad,Bhanvad (M),22142,4990,0.0214,30420,Gujarat,Jamnagar
GUJARAT,Jamnagar,Jamjodhpur,Jamjodhpur (M),25892,5753,0.0214,35572,Gujarat,Jamnagar
GUJARAT,Porbandar ,Khapat,Khapat (CT),16744,3677,0.0214,23004,Gujarat,Porbandar 
GUJARAT,Porbandar ,Porbandar,Porbandar (M + OG),152760,32568,0.0214,209869,Gujarat,Porbandar 
GUJARAT,Porbandar ,Porbandar,Porbandar (M),151770,32342,0.0214,208508,Gujarat,Porbandar 
GUJARAT,Porbandar ,Chhaya,Chhaya (M),47699,10534,0.0214,65531,Gujarat,Porbandar 
GUJARAT,Porbandar ,Amardad,Amardad (CT),5872,1263,0.0214,8067,Gujarat,Porbandar 
GUJARAT,Porbandar ,Ranavav,Ranavav (M),46018,9635,0.0214,63222,Gujarat,Porbandar 
GUJARAT,Porbandar ,Kutiyana,Kutiyana (M),16581,3475,0.0214,22780,Gujarat,Porbandar 
GUJARAT,Junagadh,Bantwa,Bantwa (M),15291,3081,0.0214,21007,Gujarat,Junagadh
GUJARAT,Junagadh,Manavadar,Manavadar (M),30850,6713,0.0214,42383,Gujarat,Junagadh
GUJARAT,Junagadh,Vanthali,Vanthali (M),14554,3062,0.0214,19995,Gujarat,Junagadh
GUJARAT,Junagadh,Dungarpur,Dungarpur (CT),5039,1084,0.0214,6923,Gujarat,Junagadh
GUJARAT,Junagadh,Junagadh,Junagadh (M Corp.),319462,68111,0.0214,438891,Gujarat,Junagadh
GUJARAT,Junagadh,Visavadar,Visavadar (M),19515,4073,0.0214,26811,Gujarat,Junagadh
GUJARAT,Junagadh,Keshod,Keshod (M),76193,16069,0.0214,104677,Gujarat,Junagadh
GUJARAT,Junagadh,Mangrol,Mangrol (M + OG),69779,11759,0.0214,95866,Gujarat,Junagadh
GUJARAT,Junagadh,Mangrol,Mangrol (M),63794,11035,0.0214,87643,Gujarat,Junagadh
